Id,Label,timeset,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,clustering,triangles,eigencentrality
2439,loveit,,18,8,26,18,8,26,5,0.376851,0.395664,0.000785,0.038551,0.038551,35,0.001144,0,0.332308,108,0.133022
2440,lovelife,,1,0,1,1,0,1,5,0.311546,0.33182,0,0.007638,0.007638,21,0.000149,0,0,0,0.058409
2441,lovely,,12,2,14,12,2,14,5,0.379955,0.39761,0.001493,0.024471,0.024471,26,0.000532,0,0.56044,51,0.101603
2442,lovemusic,,2,1,3,2,1,3,5,0.310628,0.322147,0,0.003105,0.003105,20,0.000165,0,1,3,0.025487
2443,lovemycousins,,1,0,1,1,0,1,5,0.311546,0.33182,0,0.007638,0.007638,21,0.000149,0,0,0,0.058409
2444,LoveMyWellies,,0,3,3,0,3,3,5,0.310671,0.322222,0,0.00333,0.00333,20,0.000085,0,1,3,0
2445,loveportishead,,0,1,1,0,1,1,5,0.311546,0.33182,0,0.007638,0.007638,21,0.000085,0,0,0,0
2446,loverunning,,2,0,2,2,0,2,5,0.272778,0.279317,0,0.000481,0.000481,5,0.00016,0,1,1,0.00359
2447,loves,,5,3,8,5,3,8,5,0.331984,0.349364,0,0.013328,0.013328,35,0.000295,0,1,28,0.09093
2448,lovesit,,3,2,5,3,2,5,5,0.311633,0.332272,0,0.008459,0.008459,21,0.000232,0,1,10,0.064798
2449,lovestory,,4,1,5,4,1,5,5,0.311831,0.32829,0,0.006746,0.006746,68,0.000199,0,1,10,0.044873
2450,lovethelake,,0,1,1,0,1,1,6,0.267731,0.276043,0,0.001283,0.001283,52,0.000085,0,0,0,0
2451,lovethelyrics,,1,0,1,1,0,1,5,0.29249,0.301171,0,0.001528,0.001528,5,0.000103,0,0,0,0.008999
2452,lovethem,,12,9,21,12,9,21,4,0.403132,0.421899,0.001414,0.03046,0.03046,68,0.000841,0,0.271429,57,0.113365
2453,lovethemsomuch,,1,0,1,1,0,1,6,0.237579,0.246063,0,0.000185,0.000185,21,0.000121,0,0,0,0.000584
2454,lovethis,,2,1,3,2,1,3,5,0.301532,0.312376,0,0.004215,0.004215,33,0.000148,0,1,3,0.031301
2455,LoveThisCity,,0,3,3,0,3,3,6,0.26694,0.275964,0,0.002247,0.002247,26,0.000085,0,1,3,0
2456,lovethisgirl,,0,2,2,0,2,2,5,0.311568,0.331933,0,0.007828,0.007828,21,0.000085,0,1,1,0
2457,loveya,,2,3,5,2,3,5,5,0.332957,0.351551,0,0.013246,0.013246,3,0.000118,0,1,10,0.027643
2458,loveyou,,11,1,12,12,1,13,5,0.314712,0.336864,0.000125,0.01069,0.01069,21,0.000943,0,0.378788,25,0.085843
2459,loveyoutoo,,1,0,1,1,0,1,6,0.267731,0.276043,0,0.001283,0.001283,52,0.000108,0,0,0,0.009753
2460,lovinglife,,9,0,9,9,0,9,5,0.3248,0.345145,0,0.014453,0.014453,35,0.000396,0,1,36,0.104615
2461,lovinlife,,1,0,1,1,0,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000113,0,0,0,0.048919
2462,lovinthecity,,2,0,2,2,0,2,5,0.307821,0.315846,0,0.002103,0.002103,35,0.000145,0,1,1,0.01873
2463,LowMaintenance,,1,1,2,1,1,2,4,0.352436,0.363878,0,0.007635,0.007635,20,0.000121,0,1,1,0.000584
2464,LS,,2,1,3,2,1,3,6,0.260394,0.26763,0,0.000623,0.000623,26,0.000133,0,1,3,0.008064
2465,LUARBINASAH,,0,1,1,0,1,1,5,0.300427,0.310814,0,0.003178,0.003178,1,0.000085,0,0,0,0
2466,LuaskanKuasamu,,2,0,2,2,0,2,5,0.298927,0.30851,0,0.002817,0.002817,26,0.000202,0,1,1,0.015407
2467,Lucca,,5,0,5,5,0,5,5,0.327927,0.34216,0,0.009008,0.009008,68,0.000287,0,1,10,0.061993
2468,LuccApp,,0,5,5,0,5,5,5,0.327927,0.34216,0,0.009008,0.009008,68,0.000085,0,1,10,0
2469,luckies,,6,0,6,6,0,6,5,0.312073,0.327601,0,0.003569,0.003569,67,0.000548,0,1,15,0.036256
2470,luckyasF,,0,2,2,0,2,2,5,0.308959,0.324326,0,0.002891,0.002891,67,0.000085,0,1,1,0
2471,luckybastard,,2,0,2,2,0,2,5,0.317056,0.331327,0,0.003324,0.003324,20,0.000129,0,1,1,0.028082
2472,luckymamas,,4,0,4,4,0,4,5,0.311612,0.332159,0,0.008237,0.008237,21,0.000364,0,1,6,0.062892
2473,luckyme,,0,2,2,0,2,2,5,0.326983,0.345461,0,0.010088,0.010088,21,0.000085,0,1,1,0
2474,lucu,,4,5,9,4,5,9,5,0.312205,0.323829,0,0.007237,0.007237,1,0.000167,0,0.944444,34,0.019801
2475,Lulu,,4,8,12,4,8,12,5,0.299331,0.309752,0,0.002803,0.002803,59,0.000126,0,0.969697,64,0.004785
2476,lumineers,,0,1,1,0,1,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000085,0,0,0,0
2477,lunch,,1,4,5,1,4,5,5,0.323637,0.343097,0.000002,0.011236,0.011236,21,0.000103,0,0.7,7,0.000584
2478,lush,,1,0,1,1,0,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000113,0,0,0,0.048919
2479,Lutevoice,,0,3,3,0,3,3,5,0.310715,0.327029,0,0.006198,0.006198,68,0.000085,0,1,3,0
2480,luvmyjob,,2,1,3,2,1,3,5,0.31402,0.334248,0,0.008643,0.008643,21,0.000213,0,1,3,0.06153
2481,lux,,6,3,9,6,3,9,5,0.318058,0.3382,0.000003,0.009839,0.009839,21,0.000203,0,0.555556,20,0.006559
2482,LV2013,,1,2,3,1,2,3,5,0.310715,0.327029,0,0.006198,0.006198,68,0.0001,0,1,3,0.000584
2483,LyfeHatesMe,,3,0,3,3,0,3,5,0.282723,0.29356,0,0.000825,0.000825,64,0.0003,0,1,3,0.015548
2484,M,,3,4,7,3,4,7,5,0.311677,0.332498,0,0.008939,0.008939,21,0.000127,0,1,21,0.001946
2485,M25,,1,7,8,1,7,8,5,0.292799,0.304257,0,0.001312,0.001312,64,0.000094,0,1,28,0.000584
2486,mac,,0,10,10,0,10,10,5,0.338196,0.346496,0,0.013724,0.013724,26,0.000085,0,1,45,0
2487,machinegun,,0,1,1,0,1,1,5,0.272459,0.27867,0,0.000532,0.000532,20,0.000085,0,0,0,0
2488,macklemore,,0,1,1,0,1,1,1,1,1,0,0,0,12,0.000085,10,0,0,0
2489,madeinsheffield,,1,0,1,1,0,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000113,0,0,0,0.048919
2490,MadisonKeys,,2,1,3,2,1,3,5,0.293323,0.305093,0,0.002181,0.002181,67,0.000177,0,1,3,0.001407
2491,madjels,,1,0,1,1,0,1,5,0.310584,0.321921,0,0.002954,0.002954,20,0.000116,0,0,0,0.02392
2492,madness,,1,1,2,1,1,2,5,0.311568,0.331933,0,0.007828,0.007828,21,0.000121,0,1,1,0.000584
2493,magic,,4,0,4,4,0,4,4,0.366982,0.380796,0.000015,0.015851,0.015851,3,0.000188,0,0.833333,5,0.102854
2494,MagicSingh,,0,2,2,0,2,2,5,0.299149,0.307641,0,0.001538,0.001538,20,0.000085,0,1,1,0
2495,maileahnna,,0,1,1,0,1,1,5,0.299898,0.311544,0,0.003395,0.003395,29,0.000085,0,0,0,0
2496,MainSta,,1,0,1,1,0,1,5,0.294376,0.301765,0,0.001061,0.001061,20,0.000133,0,0,0,0.01037
2497,MainStage,,4,0,4,4,0,4,5,0.314132,0.325873,0.000002,0.004352,0.004352,20,0.000322,0,0.666667,4,0.037519
2498,makebrunchmanly,,1,0,1,1,0,1,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000106,0,0,0,0.026071
2499,MakeHistory,,1,1,2,1,1,2,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000106,0,0,0,0.026071
2500,makeup,,1,9,10,1,9,10,5,0.338196,0.346496,0,0.013724,0.013724,26,0.000092,0,1,45,0.000584
2501,Makinghistory,,2,0,2,2,0,2,5,0.310628,0.322072,0,0.00323,0.00323,20,0.000145,0,1,1,0.025706
2502,makingmemories,,3,0,3,3,0,3,5,0.331016,0.349349,0,0.010448,0.010448,21,0.000223,0,1,3,0.076378
2503,malaysia,,5,5,10,5,5,10,5,0.316037,0.328787,0.000129,0.006747,0.006747,35,0.00031,0,0.444444,20,0.050793
2504,Maldives,,4,8,12,4,8,12,5,0.320986,0.341136,0,0.01074,0.01074,2,0.000224,0,1,66,0.070107
2505,malia,,2,0,2,2,0,2,5,0.311568,0.331933,0,0.007828,0.007828,21,0.000185,0,1,1,0.058993
2506,malibu,,4,4,8,4,4,8,5,0.330868,0.349575,0,0.014785,0.014785,35,0.000218,0,1,28,0.085519
2507,Maltings,,0,1,1,0,1,1,5,0.311546,0.33182,0,0.007638,0.007638,21,0.000085,0,0,0,0
2508,Mama,,10,0,10,10,0,10,5,0.327128,0.342882,0,0.011756,0.011756,26,0.000361,0,1,45,0.077251
2509,mamknowsbest,,1,1,2,1,1,2,5,0.324348,0.333529,0,0.003287,0.003287,20,0.000116,0,1,1,0.02392
2510,man,,7,5,12,7,5,12,5,0.304581,0.316509,0,0.008522,0.008522,1,0.000206,0,1,66,0.04583
2511,Manchester,,4,3,7,4,3,7,4,0.398703,0.417118,0.001253,0.023188,0.023188,2,0.000209,0,0.333333,7,0.100469
2512,mancrush,,3,0,3,3,0,3,5,0.311217,0.322956,0,0.003719,0.003719,5,0.000198,0,1,3,0.033005
2513,mancrushonalexturner,,1,1,2,1,1,2,5,0.310606,0.322034,0,0.003027,0.003027,20,0.000116,0,1,1,0.02392
2514,mangos,,0,1,1,0,1,1,5,0.311546,0.33182,0,0.007638,0.007638,21,0.000085,0,0,0,0
2515,ManicStreetPreachers,,1,1,2,1,1,2,5,0.309002,0.324402,0,0.003192,0.003192,67,0.000109,0,1,1,0.002598
2516,manifold,,7,4,11,7,4,11,5,0.319896,0.327981,0,0.005377,0.005377,26,0.000231,0,1,55,0.024453
2517,Mannarino,,0,2,2,0,2,2,5,0.293303,0.30498,0,0.002167,0.002167,67,0.000085,0,1,1,0
2518,ManOfSteel,,0,1,1,0,1,1,5,0.29122,0.300211,0,0.001384,0.001384,4,0.000085,0,0,0,0
2519,mansion,,1,1,2,1,1,2,5,0.300448,0.310927,0,0.003257,0.003257,1,0.000121,0,1,1,0.000584
2520,Manual,,1,1,2,1,1,2,5,0.285107,0.294222,0,0.001147,0.001147,67,0.000121,0,1,1,0.000584
2521,manutd,,3,2,5,3,3,6,6,0.258887,0.266776,0,0.000383,0.000383,2,0.000155,0,1,10,0.001946
2522,mardybum,,7,5,12,9,5,14,4,0.362327,0.377033,0.000085,0.014416,0.014416,20,0.000383,0,0.4,18,0.098023
2523,mardystringsection,,1,0,1,1,0,1,5,0.310584,0.321921,0,0.002954,0.002954,20,0.000116,0,0,0,0.02392
2524,Margaritas,,5,1,6,5,1,6,5,0.337115,0.355051,0,0.015276,0.015276,26,0.000345,0,1,15,0.047747
2525,MargeMasters,,0,3,3,0,3,3,5,0.31159,0.332046,0,0.008027,0.008027,21,0.000085,0,1,3,0
2526,MarkCavendish,,5,1,6,5,1,6,5,0.293614,0.305827,0,0.003326,0.003326,67,0.000209,0,1,15,0.030703
2527,marketing,,3,1,4,3,1,4,4,0.352997,0.364781,0,0.009141,0.009141,20,0.000136,0,1,6,0.056762
2528,Marksman,,0,1,1,0,1,1,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000085,0,0,0,0
2529,markthom,,1,0,1,1,0,1,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000106,0,0,0,0.026071
2530,markweb,,4,0,4,4,0,4,5,0.290513,0.300425,0,0.002338,0.002338,67,0.00017,0,1,6,0.023759
2531,marley,,1,5,6,1,5,6,5,0.327176,0.345265,0,0.009004,0.009004,21,0.000097,0,1,15,0.000584
2532,MarmotAdventures,,1,0,1,1,0,1,6,0.257832,0.2646,0,0.000378,0.000378,26,0.000108,0,0,0,0.004942
2533,Marray,,0,1,1,0,1,1,5,0.293284,0.304867,0,0.002065,0.002065,67,0.000085,0,0,0,0
2534,MarrGate,,0,2,2,0,2,2,4,0.352436,0.363878,0,0.007635,0.007635,20,0.000085,0,1,1,0
2535,MARSiscoming,,9,0,9,9,0,9,5,0.347567,0.35938,0,0.016132,0.016132,29,0.000296,0,1,36,0.100213
2536,mashpotatoes,,0,1,1,0,1,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000085,0,0,0,0
2537,Masquerade,,3,4,7,3,4,7,5,0.324419,0.339258,0,0.008047,0.008047,68,0.000116,0,1,21,0.004698
2538,Massa,,0,1,1,0,1,1,5,0.285089,0.294109,0,0.001119,0.001119,67,0.000085,0,0,0,0
2539,massive,,3,2,5,3,2,5,5,0.330423,0.344362,0.000294,0.004509,0.004509,5,0.000176,0,0.6,6,0.011156
2540,MataHati,,0,2,2,0,2,2,5,0.299919,0.311657,0,0.003479,0.003479,29,0.000085,0,1,1,0
2541,matchday,,0,1,1,0,1,1,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000085,0,0,0,0
2542,mates,,2,2,4,2,2,4,5,0.329685,0.347064,0,0.009976,0.009976,35,0.000149,0,1,6,0.005718
2543,Mattei,,3,1,4,3,1,4,5,0.310737,0.327142,0,0.00636,0.00636,68,0.000189,0,1,6,0.001946
2544,matthelders,,7,0,7,7,0,7,4,0.354609,0.367152,0,0.010974,0.010974,5,0.000402,0,1,21,0.078268
2545,mattresses,,0,5,5,0,5,5,5,0.314065,0.334474,0,0.009106,0.009106,21,0.000085,0,1,10,0
2546,max20,,0,3,3,0,3,3,5,0.298947,0.308623,0,0.002888,0.002888,26,0.000085,0,1,3,0
2547,MaxChilton,,2,0,2,2,0,2,5,0.274366,0.281896,0,0.000693,0.000693,67,0.000204,0,1,1,0.006854
2548,maxinquaye,,1,0,1,1,0,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000113,0,0,0,0.048919
2549,maxpezzali,,1,2,3,1,2,3,5,0.298947,0.308623,0,0.002888,0.002888,26,0.000109,0,1,3,0.000584
2550,May,,1,1,2,1,1,2,5,0.267601,0.273069,0,0.000429,0.000429,35,0.000133,0,1,1,0.002599
2551,maybeanothertime,,1,0,1,1,0,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000113,0,0,0,0.048919
2552,maybenextyear,,1,0,1,1,0,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000113,0,0,0,0.048919
2553,maybestorm,,4,0,4,4,0,4,4,0.35552,0.36687,0,0.0095,0.0095,67,0.000216,0,1,6,0.065205
2554,mayhemfest,,0,6,6,0,6,6,5,0.343096,0.357912,0,0.01788,0.01788,29,0.000085,0,1,15,0
2555,MBWorldTour,,1,0,1,1,0,1,5,0.272761,0.279204,0,0.000469,0.000469,5,0.000124,0,0,0,0.003006
2556,MC,,0,2,2,0,2,2,5,0.299919,0.311657,0,0.003479,0.003479,29,0.000085,0,1,1,0
2557,MCfeenix,,8,0,8,8,0,8,5,0.316852,0.325105,0,0.003977,0.003977,4,0.000444,0,1,28,0.034298
2558,McLaren,,1,1,2,1,1,2,5,0.28588,0.295182,0,0.001551,0.001551,67,0.000093,0,1,1,0.001948
2559,me,,48,78,126,49,84,133,5,0.401596,0.428625,0.007624,0.107955,0.107955,26,0.001642,0,0.111555,837,0.372848
2560,MEDIA,,1,0,1,1,0,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000113,0,0,0,0.048919
2561,Meditation,,3,8,11,3,9,12,5,0.309607,0.318733,0.00001,0.003296,0.003296,59,0.000162,0,0.611111,22,0.011869
2562,MediumRare,,0,1,1,0,1,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000085,0,0,0,0
2563,MeetBieberBumpShow,,0,4,4,0,4,4,6,0.225608,0.230781,0,0.000084,0.000084,67,0.000085,0,1,6,0
2564,megastar,,1,0,1,1,0,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000113,0,0,0,0.048919
2565,mehhh,,1,0,1,1,0,1,1,1,1,0,0,0,27,0.000157,38,0,0,0.000584
2566,meis,,1,4,5,1,4,5,5,0.309369,0.320374,0,0.005577,0.005577,1,0.0001,0,1,10,0.000584
2567,Melbourne,,8,13,21,9,13,22,4,0.369739,0.386009,0.000398,0.015314,0.015314,67,0.000372,0,0.280702,48,0.043858
2568,MelbourneJazz,,3,0,3,3,0,3,5,0.289544,0.297505,0,0.00129,0.00129,67,0.000161,0,1,3,0.014987
2569,Meme,,2,5,7,2,5,7,5,0.319342,0.329359,0,0.005268,0.005268,29,0.000131,0,1,21,0.025158
2570,Memes,,3,4,7,3,4,7,5,0.319342,0.329359,0,0.005268,0.005268,29,0.000153,0,1,21,0.026802
2571,memorias,,2,3,5,2,3,5,5,0.32087,0.331523,0,0.006515,0.006515,29,0.000125,0,1,10,0.014061
2572,Memories,,17,13,30,17,14,31,4,0.366982,0.385577,0.001144,0.029195,0.029195,21,0.000658,0,0.169951,69,0.109016
2573,memoriesforlife,,2,0,2,2,0,2,5,0.317624,0.337176,0,0.008112,0.008112,64,0.000173,0,1,1,0.061337
2574,Memory,,3,2,5,3,2,5,6,0.268494,0.278158,0,0.002455,0.002455,4,0.000155,0,1,10,0.017598
2575,men,,11,0,11,11,0,11,5,0.323566,0.335486,0,0.014903,0.014903,1,0.00048,0,1,55,0.096289
2576,menstyle,,3,4,7,3,4,7,5,0.329268,0.347267,0,0.010481,0.010481,21,0.000157,0,1,21,0.004106
2577,Menswear,,1,3,4,1,3,4,5,0.300041,0.311996,0,0.00376,0.00376,29,0.000095,0,1,6,0.000584
2578,MenVsFood,,1,0,1,1,0,1,5,0.311546,0.33182,0,0.007638,0.007638,21,0.000149,0,0,0,0.058409
2579,mercedes,,12,6,18,12,6,18,5,0.314936,0.326679,0,0.016453,0.016453,26,0.000311,0,1,153,0.068547
2580,merlintheatre,,2,1,3,2,1,3,5,0.299169,0.307754,0,0.001578,0.001578,20,0.000145,0,1,3,0.01158
2581,messed,,9,2,11,9,2,11,5,0.322013,0.328963,0,0.003134,0.003134,4,0.000399,0,1,55,0.025978
2582,metal,,3,1,4,3,1,4,5,0.292027,0.299059,0,0.000926,0.000926,3,0.000258,0,1,6,0.009562
2583,Mets,,3,1,4,3,1,4,4,0.372101,0.3884,0,0.012769,0.012769,67,0.000153,0,1,6,0.049404
2584,metz,,1,3,4,2,5,7,5,0.322976,0.337632,0,0.007515,0.007515,68,0.000106,0,1,6,0.000584
2585,MexicanAlonso,,0,1,1,0,1,1,5,0.285089,0.294109,0,0.001119,0.001119,67,0.000085,0,0,0,0
2586,MexicanProblems,,2,5,7,2,5,7,6,0.302356,0.313689,0,0.006429,0.006429,3,0.000117,0,1,21,0.013154
2587,MGMT,,3,6,9,3,6,9,5,0.293556,0.303372,0,0.0038,0.0038,29,0.00013,0,0.916667,33,0.011065
2588,Mi,,2,8,10,2,8,10,5,0.327128,0.342882,0,0.011756,0.011756,26,0.000111,0,1,45,0.01763
2589,miami,,13,8,21,13,8,21,5,0.367957,0.38872,0.00042,0.029259,0.029259,68,0.000381,0,0.5,105,0.116316
2590,miamigirl,,0,4,4,0,4,4,5,0.311612,0.332159,0,0.008237,0.008237,21,0.000085,0,1,6,0
2591,MichaelEavis,,3,3,6,3,3,6,4,0.35252,0.364216,0,0.008273,0.008273,20,0.00022,0,0.7,7,0.052507
2592,michigan,,4,1,5,4,1,5,5,0.310759,0.327255,0,0.00671,0.00671,68,0.000177,0,1,10,0.041434
2593,MickJagger,,3,11,14,4,13,17,4,0.361587,0.376374,0.000752,0.012555,0.012555,20,0.000185,0,0.423077,33,0.015606
2594,micksbackgarden,,2,1,3,2,1,3,5,0.310628,0.322147,0,0.003297,0.003297,20,0.000155,0,1,3,0.025582
2595,micktaylor,,6,1,7,6,1,7,5,0.277374,0.28569,0,0.00123,0.00123,20,0.00032,0,1,21,0.014898
2596,micro,,0,4,4,0,4,4,5,0.322107,0.336841,0,0.007233,0.007233,68,0.000085,0,1,6,0
2597,Microbilogy,,0,3,3,0,3,3,5,0.309067,0.32459,0,0.003486,0.003486,67,0.000085,0,1,3,0
2598,middleaged,,1,0,1,1,0,1,5,0.310584,0.321921,0,0.002954,0.002954,20,0.000116,0,0,0,0.02392
2599,middleclassmidlifecrisisfest,,1,0,1,1,0,1,5,0.310584,0.321921,0,0.002954,0.002954,20,0.000116,0,0,0,0.02392
2600,Midnightsnack,,1,2,3,1,2,3,5,0.314958,0.324676,0,0.005812,0.005812,52,0.000109,0,1,3,0.000584
2601,MightTopMyself,,2,0,2,2,0,2,5,0.282578,0.293296,0,0.000782,0.000782,64,0.000229,0,1,1,0.014076
2602,mija,,0,3,3,0,3,3,5,0.31159,0.332046,0,0.008027,0.008027,21,0.000085,0,1,3,0
2603,Mijas,,1,1,2,1,1,2,4,0.352436,0.363878,0,0.007635,0.007635,20,0.000121,0,1,1,0.000584
2604,MikeCunnie,,2,0,2,2,0,2,5,0.311568,0.331933,0,0.007828,0.007828,21,0.000276,0,1,1,0.06153
2605,mikesmith,,1,1,2,1,1,2,5,0.308959,0.324326,0,0.002891,0.002891,67,0.000121,0,1,1,0.000584
2606,mikeyv1234,,1,2,3,1,2,3,6,0.26694,0.275964,0,0.002333,0.002333,35,0.000177,0,1,3,0.001759
2607,milan,,11,0,11,11,0,11,5,0.335964,0.346308,0,0.014583,0.014583,35,0.000456,0,1,55,0.104889
2608,Milano,,4,0,4,4,0,4,5,0.341377,0.351716,0,0.008404,0.008404,68,0.000226,0,1,6,0.059408
2609,mileskane,,6,10,16,6,13,19,4,0.375127,0.392596,0.001057,0.022623,0.022623,20,0.000222,0,0.333333,40,0.030829
2610,milestone,,3,2,5,3,2,5,5,0.298665,0.307908,0,0.00184,0.00184,4,0.000186,0,1,10,0.016842
2611,mileycyrus,,2,5,7,2,5,7,5,0.330152,0.338321,0,0.006708,0.006708,1,0.000109,0,1,21,0.001232
2612,MileyWorldTour,,2,8,10,2,8,10,5,0.318263,0.32602,0,0.004498,0.004498,20,0.000113,0,1,45,0.001857
2613,milknkinski,,0,2,2,0,2,2,4,0.352436,0.363878,0,0.007635,0.007635,20,0.000085,0,1,1,0
2614,miltonkeynes,,3,6,9,3,6,9,5,0.305548,0.316994,0,0.003202,0.003202,67,0.000113,0,1,36,0.002283
2615,mindblowing,,1,1,2,1,1,2,4,0.352436,0.363878,0,0.00768,0.00768,20,0.000113,0,1,1,0.048919
2616,minecraft,,1,7,8,1,7,8,5,0.316852,0.325105,0,0.003977,0.003977,4,0.000094,0,1,28,0.000584
2617,minecraftart,,0,8,8,0,8,8,5,0.316852,0.325105,0,0.003977,0.003977,4,0.000085,0,1,28,0
2618,minho,,6,0,6,6,0,6,5,0.267569,0.273732,0,0.000462,0.000462,5,0.000511,0,1,15,0.009125
2619,minicab,,0,3,3,0,3,3,4,0.353476,0.365346,0,0.008515,0.008515,20,0.000085,0,1,3,0
2620,minicooper,,0,6,6,0,6,6,5,0.315835,0.332159,0,0.007543,0.007543,26,0.000085,0,1,15,0
2621,Minneapolis,,1,2,3,1,2,3,6,0.26694,0.275964,0,0.002247,0.002247,26,0.000109,0,1,3,0.000584
2622,MirrorsPlaying,,2,2,4,2,2,4,5,0.335505,0.352066,0,0.010624,0.010624,3,0.000143,0,1,6,0.013416
2623,missedout,,1,0,1,1,0,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000113,0,0,0,0.048919
2624,misshim,,0,2,2,0,2,2,6,0.266924,0.275851,0,0.002191,0.002191,26,0.000085,0,1,1,0
2625,MissingOut,,2,0,2,2,0,2,4,0.359591,0.373024,0,0.010403,0.010403,20,0.000144,0,1,1,0.072839
2626,misstheboys,,1,0,1,1,0,1,5,0.311546,0.33182,0,0.007638,0.007638,21,0.000149,0,0,0,0.058409
2627,missurface,,1,0,1,1,0,1,5,0.311546,0.33182,0,0.007638,0.007638,21,0.000149,0,0,0,0.058409
2628,missyou,,4,0,4,4,0,4,5,0.311655,0.332234,0,0.0083,0.0083,21,0.000998,0,1,6,0.064152
2629,missyoubri,,0,1,1,0,1,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000085,0,0,0,0
2630,mitte,,4,1,5,4,1,5,5,0.310759,0.327255,0,0.006531,0.006531,68,0.000221,0,1,10,0.00273
2631,mixlr,,0,1,1,0,1,1,5,0.299898,0.311544,0,0.003395,0.003395,29,0.000085,0,0,0,0
2632,mk,,4,5,9,4,5,9,5,0.305548,0.316994,0,0.003202,0.003202,67,0.000128,0,1,36,0.003079
2633,Mkhitaryan,,1,2,3,1,2,3,5,0.311239,0.32273,0,0.003118,0.003118,2,0.000109,0,1,3,0.000584
2634,mmnice,,0,1,1,0,1,1,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000085,0,0,0,0
2635,mobgrazing,,2,0,2,2,0,2,4,0.352436,0.363878,0,0.007635,0.007635,20,0.00015,0,1,1,0.049503
2636,mobilityroadshow,,0,1,1,0,1,1,5,0.310584,0.321921,0,0.002954,0.002954,20,0.000085,0,0,0,0
2637,model,,5,8,13,5,8,13,5,0.317101,0.328775,0,0.013235,0.013235,1,0.000163,0,1,78,0.013098
2638,models,,3,0,3,3,0,3,5,0.301265,0.313275,0,0.00419,0.00419,29,0.00024,0,1,3,0.029692
2639,modernlife,,1,0,1,1,0,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000113,0,0,0,0.048919
2640,moe,,1,0,1,1,0,1,5,0.28256,0.293184,0,0.000763,0.000763,64,0.000124,0,0,0,0.012907
2641,moet,,0,2,2,0,2,2,5,0.311568,0.331933,0,0.007828,0.007828,21,0.000085,0,1,1,0
2642,molodoi,,1,3,4,1,3,4,5,0.310911,0.327443,0,0.006733,0.006733,68,0.000103,0,1,6,0.000584
2643,moment,,7,8,15,7,8,15,5,0.339545,0.354833,0.000351,0.013281,0.013281,26,0.000222,0,0.52381,55,0.041197
2644,mommyduties,,4,0,4,4,0,4,5,0.332932,0.351438,0,0.012639,0.012639,3,0.000224,0,1,6,0.0867
2645,monaco,,0,7,7,0,7,7,5,0.332482,0.349488,0,0.009581,0.009581,3,0.000085,0,1,21,0
2646,MonaghanCavan,,1,1,2,1,1,2,5,0.308959,0.324326,0,0.002891,0.002891,67,0.000106,0,1,1,0.026071
2647,monas,,3,6,9,3,6,9,5,0.312205,0.323829,0,0.007237,0.007237,1,0.000147,0,0.944444,34,0.018454
2648,Monday,,1,2,3,1,2,3,5,0.293323,0.305093,0,0.002356,0.002356,67,0.000104,0,1,3,0.017451
2649,MondayMosh,,1,1,2,1,1,2,5,0.322294,0.331165,0,0.004247,0.004247,20,0.000101,0,1,1,0.005505
2650,mondopazzo,,3,1,4,3,1,4,5,0.294787,0.302586,0,0.002301,0.002301,26,0.000145,0,1,6,0.009047
2651,money,,3,15,18,3,15,18,5,0.314936,0.326679,0,0.016453,0.016453,26,0.000114,0,1,153,0.008221
2652,monkey,,7,5,12,7,5,12,5,0.320986,0.341136,0,0.01074,0.01074,2,0.000306,0,1,66,0.081626
2653,monkeys,,1,1,2,1,1,2,5,0.27261,0.279009,0,0.00092,0.00092,20,0.000144,0,1,1,0.003932
2654,Monsoon,,2,1,3,2,1,3,5,0.310715,0.327029,0,0.006198,0.006198,68,0.000156,0,1,3,0.001232
2655,monster,,1,0,1,1,0,1,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000106,0,0,0,0.026071
2656,Monte,,5,2,7,5,2,7,5,0.328975,0.348238,0,0.012402,0.012402,21,0.00021,0,1,21,0.008928
2657,montecarlo,,2,5,7,2,5,7,5,0.332482,0.349488,0,0.009581,0.009581,3,0.000109,0,1,21,0.001232
