Id,Label,timeset,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,clustering,triangles,eigencentrality
2224,l,,5,0,5,5,0,5,5,0.311108,0.327782,0,0.007267,0.007267,29,0.000217,0,1,10,0.046903
2225,l4l,,1,6,7,1,6,7,5,0.31516,0.325316,0,0.007025,0.007025,52,0.000208,0,1,21,0.002991
2226,la,,11,17,28,11,17,28,5,0.336576,0.355315,0.000202,0.027556,0.027556,26,0.000355,0,0.547619,207,0.077563
2227,LacamasLake,,1,0,1,1,0,1,5,0.311546,0.33182,0,0.007638,0.007638,21,0.000149,0,0,0,0.058409
2228,lace,,4,8,12,4,8,12,5,0.328804,0.338027,0,0.01249,0.01249,68,0.000137,0,1,66,0.022503
2229,LaCiotat,,1,1,2,1,1,2,5,0.310737,0.326991,0,0.006135,0.006135,20,0.000117,0,1,1,0.039488
2230,lad,,2,3,5,2,3,5,4,0.367042,0.382716,0.000111,0.011551,0.011551,20,0.000157,0,0.5,5,0.001168
2231,Ladies,,2,9,11,2,9,11,5,0.345856,0.366181,0.000349,0.019668,0.019668,26,0.000195,0,0.472727,26,0.01711
2232,LadiesNight,,5,3,8,5,3,8,5,0.312999,0.333777,0,0.009263,0.009263,21,0.000171,0,1,28,0.003589
2233,lads,,3,5,8,3,5,8,5,0.368846,0.385264,0.000934,0.017378,0.017378,35,0.000169,0,0.75,21,0.045127
2234,lady,,11,4,15,11,4,15,5,0.335607,0.346093,0,0.021355,0.021355,26,0.000429,0,1,105,0.073747
2235,LadyInRed,,5,0,5,5,0,5,4,0.37788,0.395175,0,0.019912,0.019912,29,0.00038,0,1,10,0.141405
2236,lake,,2,8,10,2,8,10,5,0.349101,0.366595,0.000343,0.012663,0.012663,21,0.000114,0,0.466667,21,0.001232
2237,laketahoe,,1,3,4,1,3,4,5,0.311612,0.332159,0,0.008237,0.008237,21,0.000149,0,1,6,0.058409
2238,lalife,,0,2,2,0,2,2,5,0.311568,0.331933,0,0.007828,0.007828,21,0.000085,0,1,1,0
2239,LAlivin,,2,3,5,2,3,5,5,0.311633,0.332272,0,0.008632,0.008632,21,0.000121,0,1,10,0.001232
2240,lamangaclub,,0,2,2,0,2,2,5,0.308959,0.324326,0,0.002891,0.002891,67,0.000085,0,1,1,0
2241,lardarse,,5,0,5,5,0,5,5,0.309326,0.325154,0,0.00392,0.00392,67,0.000302,0,1,10,0.03803
2242,laroja,,2,0,2,2,0,2,5,0.285107,0.294222,0,0.001147,0.001147,67,0.000196,0,1,1,0.014051
2243,lasgo,,2,2,4,2,2,4,5,0.311612,0.332159,0,0.008237,0.008237,21,0.000132,0,1,6,0.001232
2244,LastMinute,,2,3,5,2,3,5,5,0.311633,0.332272,0,0.008494,0.008494,21,0.000253,0,1,10,0.004578
2245,lastnight,,2,1,3,2,1,3,6,0.276681,0.286807,0,0.002484,0.002484,3,0.000168,0,1,3,0.017468
2246,lastshadowpuppets,,4,2,6,4,2,6,4,0.370761,0.3868,0,0.01815,0.01815,20,0.000192,0,1,15,0.082287
2247,lastsummer,,1,6,7,1,6,7,5,0.323684,0.343323,0,0.011959,0.011959,3,0.000095,0,1,21,0.000584
2248,lastworld,,1,2,3,1,2,3,5,0.310715,0.327029,0,0.006215,0.006215,68,0.000117,0,1,3,0.039488
2249,lasvegas,,2,0,2,2,0,2,5,0.300448,0.310927,0,0.003257,0.003257,1,0.000228,0,1,1,0.028465
2250,late,,2,1,3,2,1,3,5,0.323212,0.34202,0.000002,0.00875,0.00875,21,0.000182,0,0.666667,2,0.065408
2251,latenight,,4,4,8,4,4,8,5,0.339492,0.35519,0,0.011198,0.011198,3,0.000214,0,1,28,0.078108
2252,LateNightsEarlyMornings,,2,2,4,2,2,4,5,0.311612,0.332159,0,0.008237,0.008237,21,0.000132,0,1,6,0.001232
2253,latenighttvwithdad,,5,3,8,5,3,8,5,0.339492,0.35519,0,0.011198,0.011198,3,0.000259,0,1,28,0.082023
2254,laters,,1,0,1,1,0,1,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000106,0,0,0,0.026071
2255,latestmusic,,0,1,1,0,1,1,5,0.272526,0.279201,0,0.000675,0.000675,5,0.000085,0,0,0,0
2256,latetweet,,0,1,1,0,1,1,5,0.310584,0.321921,0,0.002954,0.002954,20,0.000085,0,0,0,0
2257,Latin,,1,1,2,1,1,2,5,0.310693,0.326916,0,0.006044,0.006044,68,0.000121,0,1,1,0.000584
2258,latino,,5,2,7,5,2,7,5,0.322482,0.337763,0,0.008728,0.008728,1,0.00022,0,1,21,0.05364
2259,LatinVillage,,0,3,3,0,5,5,5,0.310715,0.327029,0,0.006198,0.006198,68,0.000085,0,1,3,0
2260,latitude,,0,1,1,0,1,1,6,0.237605,0.246119,0,0.000186,0.000186,21,0.000085,0,0,0,0
2261,lattitude,,2,0,2,2,0,2,5,0.312293,0.323502,0,0.003275,0.003275,20,0.00014,0,1,1,0.025487
2262,laugh,,6,13,19,8,13,21,5,0.339284,0.353252,0.00003,0.025494,0.025494,3,0.000264,0,0.549708,94,0.065567
2263,laughs,,15,6,21,15,6,21,5,0.343789,0.364687,0.000237,0.027247,0.027247,35,0.000649,0,0.409524,86,0.153102
2264,LauraMvula,,1,5,6,1,5,6,5,0.328975,0.347154,0,0.010824,0.010824,20,0.000095,0,1,15,0.003371
2265,LauraRobson,,3,8,11,4,8,12,5,0.318309,0.337105,0.000113,0.006337,0.006337,67,0.000155,0,0.533333,24,0.044106
2266,lausanne,,0,4,4,0,4,4,5,0.317374,0.331967,0,0.004079,0.004079,67,0.000085,0,1,6,0
2267,LazerShades,,1,1,2,1,1,2,5,0.310693,0.326916,0,0.006044,0.006044,68,0.000121,0,1,1,0.000584
2268,LCC,,1,0,1,1,0,1,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000106,0,0,0,0.026071
2269,ldn,,4,6,10,4,6,10,5,0.325325,0.334338,0,0.007057,0.007057,59,0.000169,0,1,45,0.041406
2270,Leader,,1,0,1,1,0,1,1,1,1,0,0,0,37,0.000157,40,0,0,0.000584
2271,learning,,1,0,1,1,0,1,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000106,0,0,0,0.026071
2272,learntolisten,,1,0,1,1,0,1,5,0.311546,0.33182,0,0.007638,0.007638,21,0.000149,0,0,0,0.058409
2273,leavenodoubt,,1,0,1,1,0,1,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000106,0,0,0,0.026071
2274,leavers,,9,3,12,9,3,12,5,0.349487,0.364931,0,0.022725,0.022725,35,0.000411,0,1,66,0.070931
2275,Lebanon,,0,2,2,0,2,2,5,0.323566,0.342758,0,0.010508,0.010508,21,0.000085,0,1,1,0
2276,lebetre,,5,1,6,5,1,6,5,0.31078,0.327368,0,0.006711,0.006711,68,0.000287,0,1,15,0.047345
2277,leclubdays,,1,2,3,1,2,3,5,0.31159,0.332046,0,0.008027,0.008027,21,0.000109,0,1,3,0.000584
2278,ledge,,0,2,2,0,2,2,5,0.291239,0.300324,0,0.001418,0.001418,4,0.000085,0,1,1,0
2279,leeds,,4,4,8,4,4,8,5,0.343096,0.36072,0.000379,0.007699,0.007699,20,0.000196,0,0.392857,11,0.027699
2280,Leek,,0,1,1,0,1,1,5,0.293284,0.304867,0,0.002065,0.002065,67,0.000085,0,0,0,0
2281,legend,,2,4,6,4,4,8,4,0.366496,0.382114,0.000096,0.010805,0.010805,20,0.000206,0,0.333333,5,0.049503
2282,legendary,,2,5,7,2,5,7,4,0.354609,0.367152,0,0.010974,0.010974,5,0.000123,0,1,21,0.051663
2283,legends,,3,2,5,3,2,5,4,0.368816,0.384711,0.000041,0.012264,0.012264,20,0.000171,0,0.6,6,0.075574
2284,leggings,,8,0,8,8,0,8,5,0.322365,0.331203,0,0.008055,0.008055,26,0.000315,0,1,28,0.039782
2285,leggo,,1,1,2,1,1,2,5,0.311568,0.331933,0,0.007828,0.007828,21,0.000121,0,1,1,0.000584
2286,LeightonBaines,,2,3,5,2,3,5,6,0.258887,0.266776,0,0.000383,0.000383,2,0.000121,0,1,10,0.001232
2287,lemandthewhitefire,,0,6,6,0,6,6,5,0.310084,0.320227,0,0.004682,0.004682,29,0.000085,0,1,15,0
2288,lemans24,,0,2,2,0,2,2,5,0.289506,0.298788,0,0.001314,0.001314,67,0.000085,0,1,1,0
2289,lemparker,,1,5,6,1,5,6,5,0.310084,0.320227,0,0.004682,0.004682,29,0.000097,0,1,15,0.000584
2290,Lena,,0,2,2,0,2,2,5,0.320498,0.332061,0,0.007783,0.007783,29,0.000085,0,1,1,0
2291,Le�n,,1,4,5,1,4,5,5,0.320707,0.340421,0,0.010534,0.010534,35,0.0001,0,1,10,0.000584
2292,leracshack,,0,3,3,0,3,3,5,0.294493,0.302142,0,0.001524,0.001524,20,0.000085,0,1,3,0
2293,lesbian,,2,4,6,2,4,6,5,0.322083,0.33083,0,0.007453,0.007453,20,0.000119,0,1,15,0.00316
2294,letgoandletbe,,1,0,1,1,0,1,5,0.310584,0.321921,0,0.002954,0.002954,20,0.000116,0,0,0,0.02392
2295,LetMeExplain,,0,1,1,0,1,1,5,0.29122,0.300211,0,0.001384,0.001384,4,0.000085,0,0,0,0
2296,letour,,9,8,17,11,9,20,4,0.377268,0.39414,0.000045,0.017875,0.017875,67,0.000297,0,0.525641,41,0.126403
2297,letour2013,,3,2,5,3,2,5,5,0.319827,0.339118,0.000001,0.006297,0.006297,67,0.000146,0,0.8,8,0.056463
2298,LeTourDeFrance,,2,2,4,2,2,4,5,0.322905,0.336153,0,0.003745,0.003745,67,0.000131,0,0.833333,5,0.029975
2299,letsdothis,,9,0,9,9,0,9,5,0.341772,0.352857,0.000312,0.010232,0.010232,1,0.000599,0,0.527778,19,0.082646
2300,letsgetcheesy,,3,0,3,3,0,3,5,0.294493,0.302142,0,0.001524,0.001524,20,0.000219,0,1,3,0.016414
2301,letsgoGB,,1,0,1,1,0,1,1,1,1,0,0,0,31,0.000157,41,0,0,0.000584
2302,LetsHaveItThen,,1,0,1,1,0,1,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000106,0,0,0,0.026071
2303,letshopeitrains,,5,0,5,5,0,5,5,0.299088,0.312617,0,0.004711,0.004711,67,0.000326,0,1,10,0.046981
2304,LetThereBeBeer,,0,1,1,0,1,1,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000085,0,0,0,0
2305,levonamochila,,3,2,5,3,2,5,5,0.309412,0.318112,0,0.002767,0.002767,59,0.000174,0,1,10,0.012107
2306,Lewes,,1,1,2,1,1,2,4,0.366374,0.381662,0,0.01027,0.01027,20,0.000113,0,1,1,0.048919
2307,Lfc,,5,1,6,5,1,6,5,0.323945,0.334056,0.000256,0.003662,0.003662,2,0.00027,0,0.4,6,0.009625
2308,LFG,,0,7,7,0,7,7,5,0.330152,0.338321,0,0.006708,0.006708,1,0.000085,0,1,21,0
2309,li,,1,0,1,1,0,1,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000106,0,0,0,0.026071
2310,liam,,0,7,7,0,7,7,5,0.302273,0.313712,0,0.002492,0.002492,64,0.000085,0,1,21,0
2311,liamfray,,0,2,2,0,2,2,5,0.310606,0.322034,0,0.003208,0.003208,20,0.000085,0,1,1,0
2312,LiamGallagher,,1,0,1,1,0,1,6,0.262899,0.267992,0,0.000308,0.000308,3,0.00015,0,0,0,0.003342
2313,libertybooks,,0,4,4,0,4,4,5,0.300979,0.310949,0,0.003371,0.003371,59,0.000085,0,1,6,0
2314,library,,6,1,7,6,1,7,4,0.362031,0.376204,0,0.0143,0.0143,67,0.000265,0,1,21,0.10939
2315,LIBROPOSSIBILE,,1,0,1,1,0,1,5,0.310671,0.326803,0,0.005897,0.005897,68,0.000117,0,0,0,0.039488
2316,life,,45,29,74,50,29,79,4,0.392867,0.415857,0.003821,0.074936,0.074936,1,0.001645,0,0.166197,413,0.342806
2317,lifegoal,,3,0,3,3,0,3,4,0.352464,0.363991,0,0.007834,0.007834,20,0.000196,0,1,3,0.052166
2318,LifeisBeautiful,,2,0,2,2,0,2,4,0.359591,0.373024,0,0.010403,0.010403,20,0.000144,0,1,1,0.072839
2319,LifeIsgood,,2,1,3,2,1,3,5,0.31159,0.332046,0,0.008027,0.008027,21,0.000213,0,1,3,0.06153
2320,lifemade,,1,0,1,1,0,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000113,0,0,0,0.048919
2321,lifeoftheparty,,3,1,4,3,1,4,5,0.311612,0.332159,0,0.008237,0.008237,21,0.000189,0,1,6,0.001946
2322,lifted,,4,2,6,4,2,6,5,0.327176,0.345265,0,0.009004,0.009004,21,0.000146,0,1,15,0.004239
2323,liftinglife,,4,0,4,4,0,4,6,0.261733,0.267875,0,0.000443,0.000443,20,0.000454,0,1,6,0.004891
2324,liftshare,,0,1,1,0,1,1,1,1,1,0,0,0,14,0.000085,12,0,0,0
2325,liftyourlegup,,0,2,2,0,2,2,5,0.270033,0.276265,0,0.000457,0.000457,68,0.000085,0,1,1,0
2326,lightning,,4,5,9,4,5,9,5,0.320266,0.32937,0,0.006292,0.006292,4,0.000206,0,1,36,0.042323
2327,lights,,12,3,15,12,3,15,4,0.383809,0.401818,0.000728,0.032072,0.032072,35,0.000448,0,0.571429,60,0.175818
2328,Liiiiiiiiiiiiiiiiiiiiiiiiiiooooooons,,1,0,1,1,0,1,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000106,0,0,0,0.026071
2329,Lijnden,,0,1,1,0,1,1,5,0.299898,0.311544,0,0.003395,0.003395,29,0.000085,0,0,0,0
2330,like,,19,15,34,19,15,34,5,0.351484,0.364092,0.00054,0.030938,0.030938,1,0.000781,0,0.338681,190,0.085948
2331,like2,,4,3,7,4,3,7,4,0.358775,0.372064,0.000215,0.010388,0.010388,67,0.000161,0,0.6,9,0.067664
2332,like4follow,,5,3,8,5,3,8,5,0.327636,0.342224,0,0.009912,0.009912,68,0.000189,0,1,28,0.045719
2333,likeamovie,,4,0,4,4,0,4,5,0.334012,0.341162,0,0.00679,0.00679,4,0.000225,0,1,6,0.049622
2334,likeforfollow,,6,2,8,6,2,8,5,0.327636,0.342224,0,0.009912,0.009912,68,0.000243,0,1,28,0.048347
2335,likeforlike,,4,4,8,4,4,8,5,0.327636,0.342224,0,0.009912,0.009912,68,0.000156,0,1,28,0.04322
2336,LikeOldTimes,,0,2,2,0,2,2,5,0.311568,0.331933,0,0.007828,0.007828,21,0.000085,0,1,1,0
2337,likethis,,7,1,8,7,1,8,5,0.327636,0.342224,0,0.009912,0.009912,68,0.000346,0,1,28,0.051109
2338,limerick,,1,0,1,1,0,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000113,0,0,0,0.048919
2339,limerickgaa,,1,1,2,1,1,2,5,0.308959,0.324326,0,0.002891,0.002891,67,0.000106,0,1,1,0.026071
2340,linespeed,,0,1,1,0,1,1,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000085,0,0,0,0
2341,Lio,,2,0,2,2,0,2,5,0.272643,0.279784,0,0.000685,0.000685,67,0.000161,0,1,1,0.007512
2342,Lion2013,,3,2,5,3,2,5,5,0.311721,0.32701,0,0.003207,0.003207,67,0.000144,0,1,10,0.028347
2343,Lionne,,1,0,1,1,0,1,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000106,0,0,0,0.026071
2344,lions,,196,405,601,215,485,700,4,0.447002,0.502522,0.167832,0.116234,0.116234,67,0.012135,0,0.005534,860,0.47526
2345,Lions2013,,14,12,26,18,13,31,4,0.373734,0.391712,0.000597,0.017744,0.017744,67,0.000661,0,0.237154,60,0.129374
2346,lions2nil,,1,0,1,1,0,1,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000106,0,0,0,0.026071
2347,lionsalldayer,,0,5,5,0,5,5,5,0.311721,0.32701,0,0.003207,0.003207,67,0.000085,0,1,10,0
2348,LionsBreakfast,,0,1,1,0,1,1,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000085,0,0,0,0
2349,LionsBy50,,2,0,2,2,0,2,5,0.308959,0.324326,0,0.002891,0.002891,67,0.000143,0,1,1,0.026655
2350,lionsdeals,,0,2,2,0,2,2,5,0.308959,0.324326,0,0.002891,0.002891,67,0.000085,0,1,1,0
2351,LionsDrinkingGame,,3,0,3,3,0,3,5,0.322952,0.336153,0,0.003672,0.003672,67,0.000193,0,1,3,0.037915
2352,lionsfever,,4,1,5,4,1,5,5,0.311721,0.32701,0,0.003207,0.003207,67,0.000206,0,1,10,0.030195
2353,Lionslive,,2,0,2,2,0,2,5,0.309002,0.324402,0,0.003251,0.003251,67,0.00015,0,1,1,0.032192
2354,lionsontour,,4,3,7,4,3,7,4,0.366708,0.382453,0.000054,0.012334,0.012334,67,0.000253,0,0.666667,14,0.084228
2355,LionsRoar,,5,3,8,5,3,8,5,0.346614,0.360272,0.000009,0.00846,0.00846,67,0.000441,0,0.809524,17,0.069664
2356,lionsrugby,,3,7,10,3,9,12,4,0.363756,0.378463,0.000119,0.015239,0.015239,67,0.000137,0,0.577778,26,0.0275
2357,LionsToTake,,1,0,1,1,0,1,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000106,0,0,0,0.026071
2358,lionstour,,17,24,41,22,28,50,4,0.377011,0.396737,0.001321,0.023943,0.023943,67,0.000736,0,0.164642,122,0.13857
2359,LionsTour2013,,10,5,15,11,5,16,4,0.374905,0.392502,0.00012,0.017949,0.017949,67,0.000386,0,0.457143,48,0.141595
2360,lionsvaus,,4,1,5,6,1,7,5,0.362743,0.380032,0.000735,0.012485,0.012485,67,0.00026,0,0.5,5,0.095022
2361,LionsVOz,,0,1,1,0,1,1,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000085,0,0,0,0
2362,lionsVsAus,,2,0,2,3,0,3,5,0.309045,0.324477,0,0.003401,0.003401,67,0.00015,0,1,1,0.03271
2363,lionsvsoz,,1,0,1,1,0,1,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000106,0,0,0,0.026071
2364,lionsXii,,0,1,1,0,1,1,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000085,0,0,0,0
2365,LIOvAUS,,1,1,2,1,1,2,5,0.309045,0.324477,0,0.003401,0.003401,67,0.000106,0,1,1,0.026071
2366,liovswal,,0,1,1,0,1,1,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000085,0,0,0,0
2367,lips,,4,5,9,4,5,9,5,0.322952,0.336296,0,0.015995,0.015995,1,0.000239,0,1,36,0.056991
2368,lipstick,,8,2,10,8,2,10,5,0.320568,0.336126,0,0.008298,0.008298,68,0.000288,0,1,45,0.057916
2369,liquid,,0,2,2,0,2,2,5,0.311568,0.331933,0,0.007828,0.007828,21,0.000085,0,1,1,0
2370,liquor,,5,5,10,5,5,10,5,0.328828,0.347855,0.000005,0.015443,0.015443,35,0.000147,0,0.822222,37,0.011746
2371,lisabutler,,2,0,2,2,0,2,1,1,1,0,0,0,17,0.000224,17,1,1,0.001232
2372,Listen,,2,8,10,2,8,10,4,0.353392,0.36576,0.000307,0.009625,0.009625,20,0.000138,0,0.466667,21,0.006048
2373,litterpicking,,0,3,3,0,3,3,4,0.352464,0.363991,0,0.007852,0.007852,20,0.000085,0,1,3,0
2374,liv,,5,0,5,5,0,5,5,0.319273,0.327853,0,0.00493,0.00493,21,0.000234,0,1,10,0.038445
2375,live,,157,159,316,159,165,324,4,0.428323,0.467856,0.063657,0.139901,0.139901,29,0.005674,0,0.025058,1177,0.457083
2376,LiveBetting,,0,1,1,0,1,1,5,0.293284,0.304867,0,0.002065,0.002065,67,0.000085,0,0,0,0
2377,livecustomoak,,0,1,1,0,1,1,5,0.294376,0.301765,0,0.001061,0.001061,20,0.000085,0,0,0,0
2378,livelions,,1,2,3,1,2,3,5,0.309067,0.32459,0,0.003472,0.003472,67,0.000121,0,0.666667,2,0.000584
2379,livemusic,,6,6,12,6,6,12,4,0.396561,0.415236,0.000459,0.024892,0.024892,29,0.000195,0,0.757576,50,0.047574
2380,LiveOnMSN,,1,0,1,1,0,1,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000106,0,0,0,0.026071
2381,Liverpool,,10,2,12,10,2,12,4,0.374176,0.390639,0.000283,0.014745,0.014745,59,0.000325,0,0.424242,28,0.099924
2382,liveshoplocal,,1,0,1,1,0,1,5,0.310584,0.321921,0,0.002954,0.002954,20,0.000116,0,0,0,0.02392
2383,living,,6,14,20,6,15,21,5,0.33434,0.345735,0.000188,0.017786,0.017786,3,0.000157,0,0.684211,130,0.033444
2384,livingroomglastonbury,,1,0,1,1,0,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000113,0,0,0,0.048919
2385,liwiley,,0,1,1,0,1,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000085,0,0,0,0
2386,Llandudno,,1,1,2,1,1,2,4,0.352436,0.363878,0,0.007635,0.007635,20,0.000113,0,1,1,0.048919
2387,llewod,,1,3,4,1,4,5,5,0.342433,0.353628,0,0.006097,0.006097,67,0.000106,0,1,3,0.026071
2388,LlorennaFreakzFollowMeSpree,,8,0,8,8,0,8,4,0.36141,0.375452,0,0.013555,0.013555,26,0.000346,0,1,28,0.087884
2389,Lmao,,8,6,14,8,7,15,5,0.340825,0.360038,0.000044,0.020873,0.020873,35,0.000344,0,0.67033,61,0.081652
2390,LNDbloggersparty,,0,1,1,0,1,1,5,0.311546,0.33182,0,0.007638,0.007638,21,0.000085,0,0,0,0
2391,loadashite,,1,1,2,1,1,2,5,0.308959,0.324326,0,0.002891,0.002891,67,0.000106,0,1,1,0.026071
2392,local,,4,3,7,4,3,7,5,0.33673,0.350926,0.000066,0.008793,0.008793,68,0.000176,0,0.47619,10,0.042397
2393,LocalHeroes,,0,1,1,0,1,1,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000085,0,0,0,0
2394,localnatives,,0,2,2,0,2,2,5,0.332582,0.341245,0,0.005404,0.005404,20,0.000085,0,1,1,0
2395,Logo,,2,9,11,2,9,11,4,0.367988,0.384259,0.000132,0.012943,0.012943,67,0.000131,0,0.545455,30,0.056849
2396,Loins,,1,0,1,1,0,1,5,0.308937,0.324213,0,0.00282,0.00282,67,0.000106,0,0,0,0.026071
2397,lol,,23,22,45,24,23,47,5,0.378656,0.401826,0.005504,0.043586,0.043586,26,0.000882,0,0.24971,215,0.183836
2398,lolnotreally,,2,2,4,2,2,4,5,0.311612,0.332159,0,0.008227,0.008227,21,0.000167,0,0.833333,5,0.058993
2399,lolz,,1,0,1,1,0,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000113,0,0,0,0.048919
2400,Lommel,,2,1,3,2,1,3,5,0.310715,0.327029,0,0.006215,0.006215,68,0.000167,0,1,3,0.041728
2401,London,,35,35,70,36,37,73,4,0.432972,0.453591,0.010932,0.04938,0.04938,59,0.001172,0,0.09498,210,0.213222
2402,London90s,,0,4,4,0,4,4,5,0.317944,0.337556,0,0.009033,0.009033,21,0.000085,0,1,6,0
2403,Londonislovinit,,3,0,3,3,0,3,5,0.309369,0.317886,0,0.002646,0.002646,59,0.000164,0,1,3,0.026088
2404,LondonPride,,4,2,6,4,2,6,4,0.375413,0.392615,0.000151,0.014579,0.014579,20,0.000192,0,0.466667,7,0.108981
2405,LondonSuperMeet,,0,3,3,0,3,3,5,0.309369,0.317886,0,0.00263,0.00263,59,0.000085,0,1,3,0
2406,lonelycityboy,,1,0,1,1,0,1,1,1,1,0,0,0,25,0.000157,14,0,0,0.000584
2407,loner,,1,1,2,1,1,2,5,0.321429,0.33537,0.000395,0.003717,0.003717,64,0.000116,0,0,0,0.02392
2408,long,,5,13,18,5,13,18,5,0.314936,0.326679,0,0.016453,0.016453,26,0.000135,0,1,153,0.013968
2409,longday,,1,1,2,1,1,2,5,0.331264,0.352081,0.000886,0.008401,0.008401,64,0.000124,0,0,0,0.012907
2410,longhair,,10,7,17,10,7,17,5,0.35552,0.373408,0.000309,0.02484,0.02484,26,0.000325,0,0.639706,87,0.082205
2411,longlivekeef,,1,0,1,1,0,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000113,0,0,0,0.048919
2412,LongWayDown,,1,1,2,1,1,2,5,0.310715,0.322222,0,0.00338,0.00338,20,0.000116,0,1,1,0.02392
2413,LongWeekAlmostOver,,1,0,1,1,0,1,5,0.310584,0.321921,0,0.002954,0.002954,20,0.000116,0,0,0,0.02392
2414,longweekend,,0,2,2,0,2,2,5,0.311568,0.331933,0,0.007828,0.007828,21,0.000085,0,1,1,0
2415,look,,3,15,18,3,15,18,5,0.349957,0.360366,0.000035,0.024128,0.024128,26,0.000145,0,0.620915,95,0.005661
2416,looks,,2,0,2,2,0,2,5,0.310693,0.326916,0,0.006044,0.006044,68,0.000153,0,1,1,0.040072
2417,looksamazing,,1,0,1,1,0,1,4,0.352407,0.363765,0,0.00745,0.00745,20,0.000113,0,0,0,0.048919
2418,LooksLikeADayOnTheCouch,,1,0,1,1,0,1,5,0.310584,0.321921,0,0.002954,0.002954,20,0.000116,0,0,0,0.02392
2419,loop,,1,5,6,1,5,6,5,0.315564,0.324187,0,0.004341,0.004341,21,0.000097,0,1,15,0.000584
2420,lord,,9,3,12,9,3,12,5,0.314043,0.324447,0,0.005723,0.005723,59,0.000252,0,1,66,0.03979
2421,losangeles,,1,17,18,1,17,18,5,0.314936,0.326679,0,0.016453,0.016453,26,0.000092,0,1,153,0.003519
2422,LosingYou,,0,2,2,0,2,2,5,0.310606,0.322034,0,0.003027,0.003027,20,0.000085,0,1,1,0
2423,lost,,1,2,3,1,2,3,5,0.324372,0.333642,0,0.00355,0.00355,20,0.000117,0,1,3,0.002599
2424,lostinmusic,,1,1,2,1,1,2,5,0.290647,0.29796,0.000427,0.00126,0.00126,20,0.000097,0,0,0,0.007816
2425,lostinvodka,,1,0,1,1,0,1,6,0.225206,0.228606,0,0.000031,0.000031,20,0.000168,0,0,0,0.000894
2426,lostonme,,1,2,3,1,2,3,4,0.352492,0.364028,0,0.007839,0.007839,20,0.000113,0,1,3,0.048919
2427,losttheplotlongtimeago,,2,0,2,2,0,2,4,0.354155,0.366174,0,0.008978,0.008978,5,0.000132,0,1,1,0.057918
2428,lotsofmud,,3,1,4,3,1,4,5,0.311612,0.332159,0,0.008491,0.008491,21,0.000302,0,1,6,0.004201
2429,lounge,,1,1,2,1,1,2,5,0.323094,0.341625,0,0.008231,0.008231,21,0.000311,0,1,1,0.004868
2430,love,,103,128,231,106,134,240,4,0.455602,0.484323,0.028586,0.180851,0.180851,3,0.004402,0,0.059068,1449,0.595054
2431,loveahashtag,,3,0,3,3,0,3,4,0.352632,0.364216,0,0.00827,0.00827,20,0.000215,0,1,3,0.05626
2432,loved,,8,7,15,8,7,15,5,0.30965,0.321195,0,0.007792,0.007792,1,0.000158,0,1,105,0.010871
2433,lovedit,,3,1,4,3,1,4,4,0.352492,0.364103,0,0.008073,0.008073,20,0.000195,0,1,6,0.002384
2434,loveher,,10,3,13,10,3,13,4,0.358775,0.375941,0.000983,0.013731,0.013731,20,0.000547,0,0.227273,15,0.105001
2435,lovehim,,4,8,12,4,8,12,4,0.396525,0.415199,0.001474,0.023228,0.023228,21,0.000245,0,0.272727,18,0.05275
2436,LoveHouseMusic,,2,0,2,2,0,2,4,0.35252,0.363991,0,0.007712,0.007712,20,0.000157,0,1,1,0.051582
2437,loveinglife,,2,1,3,2,1,3,4,0.375732,0.392578,0,0.0163,0.0163,20,0.000144,0,1,3,0.072839
2438,LoveIsAmazing,,1,2,3,1,2,3,5,0.31159,0.332046,0,0.008027,0.008027,21,0.000149,0,1,3,0.058409
